"","Year","District.Code","District.Name","Neighborhood.Code","Neighborhood.Name","Age","Death_Number","By_Age_Immigrants","By_Age_Emigrants","Spain","Italy","Colombia","Venezuela","Pakistan","France","Morocco","United Kingdom","India","Germany","Bangladesh","Philippines","United States","China","Peru","Argentina","Brasil","Dominican Republic","Honduras","Population_Number_Male","Population_Number_Female","By_Sex_Immigrants_Male","By_Sex_Immigrants_Female","By_Sex_Emigrants_Male","By_Sex_Emigrants_Female","Birth_Number_Male","Birth_Number_Female","Unemployment_Number_Male_Registered unemployed","Unemployment_Number_Male_Unemployment demand","Unemployment_Number_Female_Registered unemployed","Unemployment_Number_Female_Unemployment demand"
"2612",2015,6,"Gràcia",30,"la Salut","10-14",1,16,7,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,47.75,268,286,167,204,39,45,3689,993,4241,1112
"2613",2015,6,"Gràcia",31,"la Vila de Gràcia","10-14",0,52,31,1547,285,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,171,167.2,1607,1895,782,931,234,256,14608,3698,16606,4243
"2614",2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","10-14",0,32,18,785,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.75,126.6,780,863,464,471,143,133,9378,2529,10852,2658
"2615",2015,7,"Horta-Guinardó",33,"el Baix Guinardó","10-14",1,29,16,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8,79.8,587,618,367,394,97,96,7187,1990,8419,2042
"2616",2015,7,"Horta-Guinardó",34,"Can Baró","10-14",0,8,7,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,32.6,205,197,128,133,27,24,2636,718,3031,798
"2617",2015,7,"Horta-Guinardó",35,"el Guinardó","10-14",1,59,21,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,138.4,805,858,487,579,172,150,11706,2816,13431,3246
"2618",2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","10-14",0,11,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8,49,125,105,91,105,43,34,3656,805,3990,897
"2619",2015,7,"Horta-Guinardó",37,"el Carmel","10-14",1,30,42,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.25,126.2,564,601,449,507,142,104,12441,2754,13598,3075
"2620",2015,7,"Horta-Guinardó",38,"la Teixonera","10-14",0,16,5,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4,43.4,205,215,158,159,45,40,3825,878,3974,910
"2621",2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","10-14",0,8,10,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,29,135,136,117,123,18,29,2317,538,2373,547
"2622",2015,7,"Horta-Guinardó",40,"Montbau","10-14",0,4,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.75,17.2,112,110,61,60,17,13,1677,389,1716,395
"2623",2015,7,"Horta-Guinardó",43,"Horta","10-14",0,44,19,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.4,98.2,481,507,319,293,101,94,10729,2329,11089,2467
"2624",2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","10-14",0,41,17,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,103,498,507,322,344,104,97,10052,2146,10321,2276
"2625",2015,8,"Nou Barris",45,"Porta","10-14",0,27,12,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2,89,510,494,302,312,102,92,9787,1931,10166,2195
"2626",2015,8,"Nou Barris",46,"el Turó de la Peira","10-14",0,28,11,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6,63.8,382,378,223,261,69,66,6312,1368,6329,1398
"2627",2015,8,"Nou Barris",48,"la Guineueta","10-14",0,18,10,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,59,203,232,187,196,55,53,7087,1372,7191,1569
"2628",2015,8,"Nou Barris",49,"Canyelles","10-14",0,9,14,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26.5,77,85,72,89,30,21,3459,669,3508,765
"2629",2015,8,"Nou Barris",50,"les Roquetes","10-14",0,38,18,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,77,66.2,409,433,287,303,73,86,7497,1449,7607,1660
"2630",2015,8,"Nou Barris",51,"Verdun","10-14",0,20,15,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,48.4,52.2,278,316,203,206,56,61,5748,1112,5831,1272
"2631",2015,8,"Nou Barris",52,"la Prosperitat","10-14",0,45,29,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,108.4,104,497,564,379,393,119,104,11027,2172,11444,2472
"2632",2015,8,"Nou Barris",53,"la Trinitat Nova","10-14",0,16,6,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6,33,189,191,142,136,45,25,5374,934,4622,907
"2633",2015,8,"Nou Barris",55,"Ciutat Meridiana","10-14",0,28,26,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,47.5,303,297,286,262,60,47,7805,1343,6603,1279
"2634",2015,9,"Sant Andreu",57,"la Trinitat Vella","10-14",0,30,13,193,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3333333333333,41,407,287,296,200,48,48,7234,1244,6120,1185
"2635",2015,9,"Sant Andreu",59,"el Bon Pastor","10-14",0,20,13,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6,62.4,310,269,245,184,58,52,4857,1420,5956,1370
"2636",2015,9,"Sant Andreu",60,"Sant Andreu","10-14",0,50,44,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,242.2,898,913,706,702,239,243,19633,5739,24100,5545
"2637",2015,9,"Sant Andreu",61,"la Sagrera","10-14",0,34,20,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.8,98.8,548,628,364,419,133,93,8952,2599,11195,2742
"2638",2015,9,"Sant Andreu",62,"el Congrés i els Indians","10-14",0,19,13,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55.2,272,295,200,222,67,52,4358,1265,5450,1333
"2639",2015,9,"Sant Andreu",63,"Navas","10-14",2,28,17,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8,87.2,470,462,319,320,97,81,6738,1922,8356,2050
"2640",2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","10-14",0,43,34,872,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.4,131.4,935,1013,623,654,168,154,13792,3504,14447,3485
"2641",2015,10,"Sant Martí",65,"el Clot","10-14",0,37,17,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,111.6,612,603,405,437,119,91,8972,2387,10382,2248
"2642",2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","10-14",1,13,15,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55.25,442,449,271,263,84,79,4221,1161,5135,1026
"2643",2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","10-14",0,11,14,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,59.2,243,241,128,132,46,48,2835,830,3238,682
"2644",2015,10,"Sant Martí",68,"el Poblenou","10-14",0,50,23,717,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.2,153,800,804,477,515,162,161,9729,2821,11230,2344
"2645",2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","10-14",0,20,19,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.25,67.2,348,325,241,216,97,83,5134,1191,5039,964
"2646",2015,10,"Sant Martí",70,"el Besòs i el Maresme","10-14",0,68,60,430,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.3333333333333,96.8,921,652,709,561,97,94,11771,2703,11553,2231
"2647",2015,10,"Sant Martí",71,"Provençals del Poblenou","10-14",0,39,12,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,76.8,474,467,301,269,95,90,7194,1834,8164,1748
"2648",2015,10,"Sant Martí",72,"Sant Martí de Provençals","10-14",0,35,12,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,99.75,496,463,335,363,100,107,9945,2547,11337,2645
"2649",2015,10,"Sant Martí",73,"la Verneda i la Pau","10-14",0,54,36,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.2,109.25,529,564,437,469,119,106,11284,2883,12807,3013
"2650",2015,1,"Ciutat Vella",1,"el Raval","15-19",0,232,92,1097,350,0,0,938,119,211,105,260,0,414,279,0,0,0,0,0,0,0,202.8,166.4,3219,2118,1541,993,224,207,29393,5642,19256,4117
"2651",2015,1,"Ciutat Vella",2,"el Barri Gòtic","15-19",0,77,25,521,249,0,0,159,116,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8,34.6,1164,1038,435,337,48,52,7333,1812,5645,1509
"2652",2015,1,"Ciutat Vella",3,"la Barceloneta","15-19",0,44,13,457,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.75,41.8,808,746,326,316,53,46,7481,2452,6948,1748
"2653",2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","15-19",0,93,38,752,292,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,86,63,1302,1250,564,520,90,76,10360,3368,9636,2431
"2654",2015,2,"Eixample",5,"el Fort Pienc","15-19",0,66,33,717,138,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,121.4,116,999,1005,519,533,141,98,8985,2351,10140,2552
"2655",2015,2,"Eixample",6,"la Sagrada Família","15-19",0,93,31,1261,254,0,103,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,187.2,175,1544,1722,817,866,196,197,14517,3930,16796,4050
"2656",2015,2,"Eixample",7,"la Dreta de l'Eixample","15-19",0,96,35,1132,242,0,0,0,146,0,0,0,0,0,0,0,124,0,0,0,0,0,173.8,159.8,1376,1597,673,807,209,186,9431,2382,11158,2727
"2657",2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","15-19",0,109,35,1213,216,0,0,0,107,0,0,0,0,0,0,0,103,0,0,0,0,0,149.25,138.4,1443,1493,675,702,184,152,10904,2555,11693,3009
"2658",2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","15-19",1,105,46,1603,209,110,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,204.4,197.4,1699,1844,941,995,234,213,15902,4556,17562,4828
"2659",2015,2,"Eixample",10,"Sant Antoni","15-19",0,82,37,968,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.25,132.2,1188,1108,726,645,166,167,11815,3108,12271,3250
"2660",2015,3,"Sants-Montjuïc",11,"el Poble Sec","15-19",0,125,56,952,186,0,0,310,0,111,0,149,0,0,111,0,0,0,0,0,0,0,154.2,138.2,1573,1321,968,902,0,0,18234,4232,17117,3499
"2661",2015,3,"Sants-Montjuïc",13,"la Marina de Port","15-19",0,87,28,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.5,138.8,691,674,546,502,122,122,12162,2704,14190,2609
"2662",2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","15-19",0,32,16,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25,35.5,372,390,209,226,36,27,4559,1055,4344,880
"2663",2015,3,"Sants-Montjuïc",15,"Hostafrancs","15-19",0,45,13,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,49.25,605,569,356,324,44,62,5026,1460,5861,1493
"2664",2015,3,"Sants-Montjuïc",16,"la Bordeta","15-19",0,28,23,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,64.8,488,451,366,369,79,89,5897,1714,6878,1752
"2665",2015,3,"Sants-Montjuïc",17,"Sants - Badal","15-19",0,59,27,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,82.2,708,767,568,569,93,90,6481,1789,7956,2096
"2666",2015,3,"Sants-Montjuïc",18,"Sants","15-19",1,107,45,1174,0,0,0,104,0,0,0,0,0,0,0,0,111,0,0,0,0,0,154.4,137.8,1224,1285,918,896,169,176,12175,3485,14487,3765
"2667",2015,4,"Les Corts",19,"les Corts","15-19",0,88,28,1124,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,181.8,163.4,1022,1099,675,737,211,175,12433,3635,14736,3912
"2668",2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","15-19",0,60,18,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,90.25,626,714,400,453,91,107,6406,1770,7863,2072
"2669",2015,4,"Les Corts",21,"Pedralbes","15-19",0,41,21,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,67.8,392,350,208,193,29,48,1321,442,1936,394
"2670",2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","15-19",1,11,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25.4,110,121,88,90,29,15,605,144,732,129
"2671",2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","15-19",1,71,31,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2,132.75,579,608,349,368,108,117,2957,882,4051,789
"2672",2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","15-19",0,46,12,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2,95.6,313,396,191,245,74,65,2349,549,2848,509
"2673",2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","15-19",1,84,19,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.4,136.6,575,642,366,407,112,98,3825,858,4952,1073
"2674",2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","15-19",1,118,35,1188,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,240.6,1032,1236,586,721,192,219,7294,1637,9051,1919
"2675",2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","15-19",0,73,24,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.8,137,679,780,408,429,143,141,6876,1583,8197,1931
"2676",2015,6,"Gràcia",28,"Vallcarca i els Penitents","15-19",0,18,10,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.6,57.4,312,351,220,201,67,69,4533,1047,5101,1253
"2677",2015,6,"Gràcia",29,"el Coll","15-19",0,15,4,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,27,177,195,119,108,36,22,1898,432,2168,537
"2678",2015,6,"Gràcia",30,"la Salut","15-19",1,47,16,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,48,268,286,167,204,39,45,3689,993,4241,1112
"2679",2015,6,"Gràcia",31,"la Vila de Gràcia","15-19",0,94,21,1547,285,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,151.8,140.6,1607,1895,782,931,234,256,14608,3698,16606,4243
"2680",2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","15-19",0,39,15,785,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.4,116.2,780,863,464,471,143,133,9378,2529,10852,2658
"2681",2015,7,"Horta-Guinardó",33,"el Baix Guinardó","15-19",0,40,18,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.4,86.2,587,618,367,394,97,96,7187,1990,8419,2042
"2682",2015,7,"Horta-Guinardó",34,"Can Baró","15-19",0,10,10,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,33.8,205,197,128,133,27,24,2636,718,3031,798
"2683",2015,7,"Horta-Guinardó",35,"el Guinardó","15-19",0,65,32,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.2,133.75,805,858,487,579,172,150,11706,2816,13431,3246
"2684",2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","15-19",0,9,7,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39.5,125,105,91,105,43,34,3656,805,3990,897
"2685",2015,7,"Horta-Guinardó",37,"el Carmel","15-19",0,56,40,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.4,127,564,601,449,507,142,104,12441,2754,13598,3075
"2686",2015,7,"Horta-Guinardó",38,"la Teixonera","15-19",0,14,9,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,46.6,205,215,158,159,45,40,3825,878,3974,910
"2687",2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","15-19",0,12,13,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,27,135,136,117,123,18,29,2317,538,2373,547
"2688",2015,7,"Horta-Guinardó",40,"Montbau","15-19",0,16,5,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,23.75,112,110,61,60,17,13,1677,389,1716,395
"2689",2015,7,"Horta-Guinardó",43,"Horta","15-19",0,64,23,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,100.4,481,507,319,293,101,94,10729,2329,11089,2467
"2690",2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","15-19",0,51,17,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,96.4,498,507,322,344,104,97,10052,2146,10321,2276
"2691",2015,8,"Nou Barris",45,"Porta","15-19",0,46,25,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.75,84,510,494,302,312,102,92,9787,1931,10166,2195
"2692",2015,8,"Nou Barris",46,"el Turó de la Peira","15-19",0,48,20,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6,63.4,382,378,223,261,69,66,6312,1368,6329,1398
"2693",2015,8,"Nou Barris",48,"la Guineueta","15-19",0,17,10,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,57,203,232,187,196,55,53,7087,1372,7191,1569
"2694",2015,8,"Nou Barris",49,"Canyelles","15-19",0,7,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,25.5,77,85,72,89,30,21,3459,669,3508,765
"2695",2015,8,"Nou Barris",50,"les Roquetes","15-19",0,48,31,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,69,69.2,409,433,287,303,73,86,7497,1449,7607,1660
"2696",2015,8,"Nou Barris",51,"Verdun","15-19",0,31,11,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,54.25,49.25,278,316,203,206,56,61,5748,1112,5831,1272
"2697",2015,8,"Nou Barris",52,"la Prosperitat","15-19",0,45,29,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,115.6,103,497,564,379,393,119,104,11027,2172,11444,2472
"2698",2015,8,"Nou Barris",53,"la Trinitat Nova","15-19",0,28,10,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,32,189,191,142,136,45,25,5374,934,4622,907
"2699",2015,8,"Nou Barris",55,"Ciutat Meridiana","15-19",0,31,26,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,54.5,303,297,286,262,60,47,7805,1343,6603,1279
"2700",2015,9,"Sant Andreu",57,"la Trinitat Vella","15-19",0,33,17,193,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6,48.8,407,287,296,200,48,48,7234,1244,6120,1185
"2701",2015,9,"Sant Andreu",59,"el Bon Pastor","15-19",0,38,14,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2,49.75,310,269,245,184,58,52,4857,1420,5956,1370
"2702",2015,9,"Sant Andreu",60,"Sant Andreu","15-19",0,62,39,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.2,210,898,913,706,702,239,243,19633,5739,24100,5545
"2703",2015,9,"Sant Andreu",61,"la Sagrera","15-19",0,48,25,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,109.5,548,628,364,419,133,93,8952,2599,11195,2742
"2704",2015,9,"Sant Andreu",62,"el Congrés i els Indians","15-19",0,20,11,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2,61,272,295,200,222,67,52,4358,1265,5450,1333
"2705",2015,9,"Sant Andreu",63,"Navas","15-19",0,50,19,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4,83.4,470,462,319,320,97,81,6738,1922,8356,2050
"2706",2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","15-19",2,77,34,872,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.8,132,935,1013,623,654,168,154,13792,3504,14447,3485
"2707",2015,10,"Sant Martí",65,"el Clot","15-19",0,34,25,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.5,109.2,612,603,405,437,119,91,8972,2387,10382,2248
"2708",2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","15-19",0,46,12,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,51.2,442,449,271,263,84,79,4221,1161,5135,1026
"2709",2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","15-19",0,11,4,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.75,64.25,243,241,128,132,46,48,2835,830,3238,682
"2710",2015,10,"Sant Martí",68,"el Poblenou","15-19",0,44,36,717,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.333333333333,113.6,800,804,477,515,162,161,9729,2821,11230,2344
"2711",2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","15-19",1,23,17,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,41.4,348,325,241,216,97,83,5134,1191,5039,964
"2712",2015,10,"Sant Martí",70,"el Besòs i el Maresme","15-19",1,91,48,430,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.5,98.6,921,652,709,561,97,94,11771,2703,11553,2231
"2713",2015,10,"Sant Martí",71,"Provençals del Poblenou","15-19",0,41,22,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8,79,474,467,301,269,95,90,7194,1834,8164,1748
"2714",2015,10,"Sant Martí",72,"Sant Martí de Provençals","15-19",2,46,27,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,99.8,496,463,335,363,100,107,9945,2547,11337,2645
"2715",2015,10,"Sant Martí",73,"la Verneda i la Pau","15-19",0,46,40,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.4,108.6,529,564,437,469,119,106,11284,2883,12807,3013
"2716",2015,1,"Ciutat Vella",1,"el Raval","20-24",1,752,176,1097,350,0,0,938,119,211,105,260,0,414,279,0,0,0,0,0,0,0,345.2,264.4,3219,2118,1541,993,224,207,29393,5642,19256,4117
"2717",2015,1,"Ciutat Vella",2,"el Barri Gòtic","20-24",0,423,58,521,249,0,0,159,116,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5,104.4,1164,1038,435,337,48,52,7333,1812,5645,1509
"2718",2015,1,"Ciutat Vella",3,"la Barceloneta","20-24",0,234,38,457,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,81,808,746,326,316,53,46,7481,2452,6948,1748
"2719",2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","20-24",1,388,64,752,292,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,117.2,106.6,1302,1250,564,520,90,76,10360,3368,9636,2431
"2720",2015,2,"Eixample",5,"el Fort Pienc","20-24",0,266,68,717,138,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,145.2,149.25,999,1005,519,533,141,98,8985,2351,10140,2552
"2721",2015,2,"Eixample",6,"la Sagrada Família","20-24",0,408,102,1261,254,0,103,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,228,251.2,1544,1722,817,866,196,197,14517,3930,16796,4050
"2722",2015,2,"Eixample",7,"la Dreta de l'Eixample","20-24",1,400,56,1132,242,0,0,0,146,0,0,0,0,0,0,0,124,0,0,0,0,0,201,209,1376,1597,673,807,209,186,9431,2382,11158,2727
"2723",2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","20-24",0,383,76,1213,216,0,0,0,107,0,0,0,0,0,0,0,103,0,0,0,0,0,191.6,206,1443,1493,675,702,184,152,10904,2555,11693,3009
"2724",2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","20-24",1,454,128,1603,209,110,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,269.5,299.4,1699,1844,941,995,234,213,15902,4556,17562,4828
"2725",2015,2,"Eixample",10,"Sant Antoni","20-24",1,272,74,968,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,163.8,1188,1108,726,645,166,167,11815,3108,12271,3250
"2726",2015,3,"Sants-Montjuïc",11,"el Poble Sec","20-24",1,338,106,952,186,0,0,310,0,111,0,149,0,0,111,0,0,0,0,0,0,0,205,177.2,1573,1321,968,902,0,0,18234,4232,17117,3499
"2727",2015,3,"Sants-Montjuïc",13,"la Marina de Port","20-24",0,126,72,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.4,160.5,691,674,546,502,122,122,12162,2704,14190,2609
"2728",2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","20-24",0,93,32,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,49.8,372,390,209,226,36,27,4559,1055,4344,880
"2729",2015,3,"Sants-Montjuïc",15,"Hostafrancs","20-24",0,132,36,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,72.8,605,569,356,324,44,62,5026,1460,5861,1493
"2730",2015,3,"Sants-Montjuïc",16,"la Bordeta","20-24",1,98,48,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,85,488,451,366,369,79,89,5897,1714,6878,1752
"2731",2015,3,"Sants-Montjuïc",17,"Sants - Badal","20-24",0,194,75,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,124.8,708,767,568,569,93,90,6481,1789,7956,2096
"2732",2015,3,"Sants-Montjuïc",18,"Sants","20-24",0,251,123,1174,0,0,0,104,0,0,0,0,0,0,0,0,111,0,0,0,0,0,190.4,179.4,1224,1285,918,896,169,176,12175,3485,14487,3765
"2733",2015,4,"Les Corts",19,"les Corts","20-24",1,189,65,1124,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,213.2,227.4,1022,1099,675,737,211,175,12433,3635,14736,3912
"2734",2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","20-24",0,124,48,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.2,116.666666666667,626,714,400,453,91,107,6406,1770,7863,2072
